id,osm_id,nome,nome_fr,quota_m,tag_altitudine,lat,lon,valle,provincia,gruppo_montuoso,prominenza_m,croce_vetta,difficolta_via_normale,dislivello_via_normale_m,rifugio_appoggio,wikidata,wikipedia,salita_personale,data_salita,note
001,1373112888,Grenzgipfel,,4618,4000+,45.9367278,7.8685613,Valle Anzasca,VB,Alpi Pennine,,,,,,Q673716,it:Grenzgipfel,no,,
002,1243390246,Nordendspitze,Nordend,4609,4000+,45.9419935,7.8699282,Valle Anzasca,VB,Alpi Pennine,93,,,,,Q30397,it:Punta Nordend,no,,
003,1373113085,Cima senza nome,,4570,4000+,45.9411284,7.8695013,Valle Anzasca,VB,Alpi Pennine,,,,,,,,no,,
004,307196932,Punta Gnifetti / Signalkuppe,Pointe Gnifetti,4554,4000+,45.9272119,7.8770798,Valle Anzasca,VB,Alpi Pennine,,,,,,Q30405,it:Punta Gnifetti,no,,
005,1373113055,Cima senza nome,,4550,4000+,45.9399149,7.8692824,Valle Anzasca,VB,Alpi Pennine,,,,,,,,no,,
006,3018568138,Cima senza nome,,4540,4000+,45.9389544,7.869067,Valle Anzasca,VB,Alpi Pennine,,,,,,,,no,,
007,918819227,Punta Giordani,Pointe Giordani,4046,4000+,45.9057584,7.8678048,Valle Anzasca,VB,Alpi Pennine,,,,,,Q679917,it:Punta Giordani,no,,
008,26864004,Monviso,Mont Viso,3841,3500+,44.6674397,7.089988,Valle Varaita,TO,Alpi Cozie Sud,2079,si,,,,Q1248,it:Monviso,no,,
009,1373115476,Cima di Jazzi,,3803,3500+,45.9804746,7.8942037,Valle Anzasca,VB,Alpi Pennine,,,,,,Q782954,it:Cima di Jazzi,no,,
010,2407060934,Viso di Vallanta,,3781,3500+,44.6653979,7.0862638,Valle Varaita,TO,Alpi Cozie Sud,,,,,,Q4014819,it:Viso di Vallanta,no,,
011,483087129,Torre del Gran San Pietro,,3692,3500+,45.5255288,7.3584426,Valli di Lanzo,TO,Alpi Graie,,si,,,,Q659710,it:Torre del Gran San Pietro,no,,
012,26863007,Uia di Ciamarella,La Grande Ciamarella,3676,3500+,45.3281581,7.1450437,Valli di Lanzo,TO,Alpi Graie,,,,,,Q590343,it:Uia di Ciamarella,no,,
013,1373114450,Grosses Fillarhorn,,3676,3500+,45.9637465,7.8811279,Valle Anzasca,VB,Alpi Pennine,,,,,,Q2628221,it:Gran Fillar,no,,
014,307242905,Pizzo d'Andolla,,3654,3500+,46.1008515,8.0347232,Val d'Ossola,VB,Alpi Lepontine,,,,,,Q668604,it:Pizzo d'Andolla,no,,
015,483087120,Testa della Tribolazione,,3642,3500+,45.5163217,7.2977035,Valli di Lanzo,TO,Alpi Graie,,,,,,Q3985172,it:Testa della Tribolazione,no,,
016,1373116117,Neue Weisstorspitze,,3641,3500+,45.9925986,7.9061074,Valle Anzasca,VB,Alpi Pennine,,,,,,Q1979825,,no,,
017,1942644063,Cima senza nome,,3640,3500+,45.4928043,7.2480293,Valli di Lanzo,TO,Alpi Graie,,,,,,,,no,,
018,1373115916,Neue Weisstorspitze,,3639,3500+,45.9887261,7.9035604,Valle Anzasca,VB,Alpi Pennine,,,,,,Q1979825,de:Neue Weisstorspitze,no,,
019,3018568584,Torre di Castelfranco,,3627,3500+,45.9728958,7.8794668,Valle Anzasca,VB,Alpi Pennine,,,,,,Q19545591,it:Torre di Castelfranco,no,,
020,1373113990,Kleines Fillarhorn,,3621,3500+,45.9597337,7.8778923,Valle Anzasca,VB,Alpi Pennine,,,,,,Q31649074,,no,,
021,1373114762,Cima Brioschi,,3616,3500+,45.9702647,7.8790478,Valle Anzasca,VB,Alpi Pennine,,,,,,Q31640285,,no,,
022,307219462,Schwarzberghorn,,3609,3500+,45.9969671,7.908696,Valle Anzasca,VB,Alpi Pennine,,,,,,Q2080623,it:Schwarzberghorn,no,,
023,482415668,Tresenta,,3609,3500+,45.4992157,7.2642168,Valli di Lanzo,TO,Alpi Graie,,,,,,Q3998431,it:Tresenta,no,,
024,11930295223,Segnale Baretti,,3604,3500+,45.3026499,7.1202824,Valli di Lanzo,TO,Alpi Graie,,,,,,,,no,,
025,3018568390,Cima senza nome,,3599,3500+,45.9948076,7.9066412,Valle Anzasca,VB,Alpi Pennine,,,,,,,,no,,
026,11646993726,Levanna Occidentale,Levanna Occidentale,3594,3500+,45.4141018,7.1620988,Valli di Lanzo,TO,Alpi Graie,,,,,,Q19622331,it:Levanna Occidentale,no,,
027,11646993733,Uja di Bessanese / Bessanèse,Bessanèse,3593,3500+,45.3019187,7.1196648,Valli di Lanzo,TO,Alpi Graie,,,,,,Q1516732,it:Uia di Bessanese,no,,
028,1373113853,Fillarjoch,,3586,3500+,45.9581109,7.8755383,Valle Anzasca,VB,Alpi Pennine,,,,,,,,no,,
029,7237623487,Testa di Money,,3572,3500+,45.5208071,7.340456,Valli di Lanzo,TO,Alpi Graie,,,,,,,,no,,
030,2446780924,La Croix Rousse / Punta Croce Rossa,La Croix Rousse,3566,3500+,45.2602377,7.1355114,Valli di Lanzo,TO,Alpi Graie,,,,,,Q3697995,it:Croce Rossa (monte),no,,
031,1373116309,Roffelhorn Westgipfel / Cima di Roffel occidentale,,3563,3500+,45.9959028,7.9190626,Valle Anzasca,VB,Alpi Pennine,,,,,,,,no,,
032,1373149583,Monte Leone,,3552,3500+,46.2495092,8.1101591,Val d'Ossola,VB,Alpi Lepontine,1143,,,,,Q15296,de:Monte Leone,no,,
033,2440747316,Petite Ciamarella / Piccola Ciamarella,Petite Ciamarella,3540,3500+,45.3289525,7.1299401,Valli di Lanzo,TO,Alpi Graie,,,,,,,,no,,
034,960548740,Rocciamelone,Rochemelon,3538,3500+,45.2034649,7.0772093,Val di Susa,TO,Alpi Cozie Nord,,,,,,Q608238,it:Rocciamelone,no,,
035,391413466,Aiguille de Scolette / Pierre Menue,Aiguille de Scolette,3506,3500+,45.1597528,6.7682042,Val di Susa,TO,Alpi Cozie Nord,1069,si,,,,Q2275702,fr:Aiguille de Scolette,no,,
036,11926210585,Anticima Levanna Orientale,,3500,3500+,45.4009285,7.1820189,Valli di Lanzo,TO,Alpi Graie,,,,,,,,no,,
037,1506069874,Punta Grober,,3497,3000+,45.9212095,7.9235314,Valle Anzasca,VB,Alpi Pennine,,,,,,Q2572420,it:Punta Grober,no,,
038,1373125551,Cima senza nome,,3490,3000+,46.0952443,8.0338782,Val d'Ossola,VB,Alpi Lepontine,,,,,,,,no,,
039,1373122354,Pizzo Bottarello - Sonnighorn,,3487,3000+,46.0742168,8.0224,Val d'Ossola,VB,Alpi Lepontine,,,,,,Q1750009,it:Pizzo Bottarello,no,,
040,1373116461,Roffelhorn Ostgipfel / Cima di Roffel orientale,,3478,3000+,45.997147,7.927574,Valle Anzasca,VB,Alpi Pennine,,,,,,,,no,,
041,2440747893,Pointe de Chalanson / Punta Chalanson,Pointe de Chalanson,3466,3000+,45.3271413,7.1262944,Valli di Lanzo,TO,Alpi Graie,,,,,,Q3925659,it:Punta Chalanson,no,,
042,11926210602,Punta Martellot,,3452,3000+,45.3806388,7.1627841,Valli di Lanzo,TO,Alpi Graie,,,,,,,,no,,
043,11926210604,Dent d'Ecot,,3452,3000+,45.3779121,7.1628426,Valli di Lanzo,TO,Alpi Graie,,,,,,,,no,,
044,7237577534,Torre Rossa di Piantonetto,,3450,3000+,45.5185661,7.3396832,Valli di Lanzo,TO,Alpi Graie,,,,,,,,no,,
045,4325496968,Punta Corsica,,3443,3000+,44.6583574,7.0841558,Valle Varaita,TO,Alpi Cozie Sud,,,,,,,,no,,
046,670533401,Roc du Mulinet,,3442,3000+,45.3806917,7.1627579,Valli di Lanzo,TO,Alpi Graie,,,,,,Q3939362,it:Roc du Mulinet,no,,
047,7237616085,Testa di Gran Crou,,3438,3000+,45.5152498,7.3086577,Valli di Lanzo,TO,Alpi Graie,,,,,,,,no,,
048,4439581751,Punta Vittoria,,3435,3000+,45.8967991,7.8782549,Valle Anzasca,VB,Alpi Pennine,,,,,,Q31615320,,no,,
049,699806213,Pointe Francesetti,Pointe Francesetti,3433,3000+,45.35804,7.1577729,Valli di Lanzo,TO,Alpi Graie,,,,,,,,no,,
050,7237646185,Punta Scatiglion Occidentale,,3433,3000+,45.5166636,7.3716177,Valli di Lanzo,TO,Alpi Graie,,,,,,,,no,,
051,5315799287,Punta Tre Amici,,3425,3000+,45.9260187,7.9070901,Valle Anzasca,VB,Alpi Pennine,,,,,,Q13510643,nl:Punta Tre Amici,no,,
052,11926210605,Punta Groscavallo,,3423,3000+,45.3768451,7.1624548,Valli di Lanzo,TO,Alpi Graie,,,,,,,,no,,
053,6614687891,Monte Nero,,3422,3000+,45.5148384,7.3389736,Valli di Lanzo,TO,Alpi Graie,,,,,,,,no,,
054,1244935694,Augstkummenhorn,,3419,3000+,46.0696465,8.0217286,Val d'Ossola,VB,Alpi Lepontine,,,,,,Q22462565,,no,,
055,482415675,Punta Fourà,,3411,3000+,45.475697,7.2073224,Valli di Lanzo,TO,Alpi Graie,,,,,,Q3925673,it:Punta Fourà,no,,
056,2428041759,Cimone di Camposecco,,3398,3000+,46.0677542,8.0239109,Val d'Ossola,VB,Alpi Lepontine,,,,,,Q22504089,,no,,
057,7237646186,Punta Scatiglion Orientale,,3397,3000+,45.5160838,7.3758017,Valli di Lanzo,TO,Alpi Graie,,,,,,,,no,,
058,921189624,Punta Fiume,,3393,3000+,44.6590176,7.0892443,Valle Varaita,TO,Alpi Cozie Sud,,,,,,,,no,,
059,4880847584,Levannetta,,3390,3000+,45.4072109,7.184529,Valli di Lanzo,TO,Alpi Graie,,,,,,,,no,,
060,11926210603,Dôme Blanc du Mulinet,,3387,3000+,45.3819848,7.1634187,Valli di Lanzo,TO,Alpi Graie,,,,,,,,no,,
061,4880847578,Mer Pertchaz,,3386,3000+,45.4728488,7.2089597,Valli di Lanzo,TO,Alpi Graie,,,,,,,,no,,
062,2693401290,Mont Tour / Punta Marmottere,Mont Tour,3385,3000+,45.2255555,7.0510821,Val di Susa,TO,Alpi Cozie Nord,,,,,,Q3925691,it:Punta Marmottere,no,,
063,1942626918,Punta Sulè,,3384,3000+,45.2306865,7.1370777,Val di Susa,TO,Alpi Cozie Nord,,,,,,Q3925723,it:Punta Sulè,no,,
064,3797944901,Pointe de la Vallette / Punta Valletta,Pointe de la Vallette,3384,3000+,45.2439977,7.1253327,Val di Susa,TO,Alpi Cozie Nord,,,,,,Q104057298,it:Punta Valletta,no,,
065,4880847585,L'Uja / Punta dell'Uja,L'Uja,3382,3000+,45.423865,7.1525532,Valli di Lanzo,TO,Alpi Graie,,,,,,,,no,,
066,5434263047,Cima senza nome,,3381,3000+,45.133767,6.8332475,Val di Susa,TO,Alpi Cozie Nord,,,,,,,,no,,
067,2407060925,Punta Caprera,,3380,3000+,44.6568402,7.0798137,Valle Varaita,TO,Alpi Cozie Sud,,,,,,,,no,,
068,3617239179,Mont d'Ambin / Rocca d'Ambin,Mont d'Ambin,3378,3000+,45.156767,6.8841425,Val di Susa,TO,Alpi Cozie Nord,,,,,,Q2124428,fr:Mont d'Ambin,no,,
069,5434263046,Cima senza nome,,3375,3000+,45.1347754,6.8348184,Val di Susa,TO,Alpi Cozie Nord,,,,,,,,no,,
070,393768819,Rognosa d'Etache / Rognosa d'Etiache,Rognosa d'Etache,3373,3000+,45.1352253,6.8360477,Val di Susa,TO,Alpi Cozie Nord,,,,,,Q1145730,it:Rognosa d'Etiache,no,,
071,967023436,Cima Monfret / Cime Monfret,Cime Monfret,3373,3000+,45.3606601,7.1639178,Valli di Lanzo,TO,Alpi Graie,,,,,,Q3676746,it:Cima Monfret,no,,
072,393788649,Pointe des Lauses Noires / Punta Lose Nere,Pointe des Lauses Noires,3371,3000+,45.2455905,7.1168876,Val di Susa,TO,Alpi Cozie Nord,,,,,,,,no,,
073,483087135,Becco di Valsoera,,3369,3000+,45.5112481,7.3755781,Valli di Lanzo,TO,Alpi Graie,,,,,,,,no,,
074,7237650813,Ago delle Sengie,,3369,3000+,45.5299451,7.3966066,Valli di Lanzo,TO,Alpi Graie,,,,,,,,no,,
075,393768511,Monte Niblè / Pointe Ferrand,Pointe Ferrand,3365,3000+,45.1388896,6.8957982,Val di Susa,TO,Alpi Cozie Nord,,,,,,Q3861783,it:Monte Niblè,no,,
076,11926210601,Uja della Gura,,3364,3000+,45.3688331,7.1591786,Valli di Lanzo,TO,Alpi Graie,,,,,,,,no,,
077,1373124996,Pizzo di Loranco - Mittelrück,,3363,3000+,46.0870693,8.0302451,Val d'Ossola,VB,Alpi Lepontine,,,,,,Q22528618,,no,,
078,2428071842,Cima dello Spigolo,,3361,3000+,46.063608,8.0236805,Val d'Ossola,VB,Alpi Lepontine,,,,,,Q22503415,,no,,
079,1850083115,Becco Meridionale della Tribolazione,,3360,3000+,45.5004765,7.3339071,Valli di Lanzo,TO,Alpi Graie,,,,,,Q3637384,it:Becchi della Tribolazione,no,,
080,7237650815,Cima Occidentale di Valeille,,3357,3000+,45.5184757,7.3816712,Valli di Lanzo,TO,Alpi Graie,,,,,,,,no,,
081,3510200565,Monte Lera Orientale,,3355,3000+,45.2330247,7.1514946,Val di Susa,TO,Alpi Cozie Nord,,,,,,Q60808846,it:Monte Lera (Valle di Viù),no,,
082,1386747122,Visolotto,,3348,3000+,44.6757451,7.0853457,Valle Varaita,TO,Alpi Cozie Sud,,,,,,Q4014821,it:Visolotto,no,,
083,1895330581,Pointe Niblè / Punta Ferrand,Pointe Niblè,3347,3000+,45.1430084,6.8978072,Val di Susa,TO,Alpi Cozie Nord,,,,,,Q3925666,it:Punta Ferrand,no,,
084,967043260,Pointe de la Galise / Punta di Galisia,Pointe de la Galise,3346,3000+,45.4669522,7.1044364,Valli di Lanzo,TO,Alpi Graie,,,,,,Q3736583,it:Punta di Galisia,no,,
085,393768519,Cima senza nome,,3345,3000+,45.1373568,6.8943972,Val di Susa,TO,Alpi Cozie Nord,,,,,,,,no,,
086,1373116311,Steinchalchhorn / Cresta di Stenigalchi,,3345,3000+,45.9959969,7.9326186,Valle Anzasca,VB,Alpi Pennine,,,,,,,,no,,
087,1373120876,Pizzo Scarone,,3342,3000+,46.0586828,8.0261912,Val d'Ossola,VB,Alpi Lepontine,,,,,,Q22393852,,no,,
088,963245148,Punta Basei,Pointe de Basey,3338,3000+,45.4750449,7.1149754,Valli di Lanzo,TO,Alpi Graie,,,,,,Q2161098,it:Punta Basei,no,,
089,3819720030,Monte Lera Occidentale,,3337,3000+,45.2318169,7.1424765,Val di Susa,TO,Alpi Cozie Nord,,,,,,,,no,,
090,11926210607,Punta Corrà,,3337,3000+,45.3679799,7.1596106,Valli di Lanzo,TO,Alpi Graie,,,,,,,,no,,
091,1373116366,Steinchalchhorn,,3333,3000+,45.9969229,7.9373993,Valle Anzasca,VB,Alpi Pennine,,,,,,Q22389947,,no,,
092,11646993724,Pointe Sommeiller / Punta Sommeiller,Pointe Sommeiller,3332,3000+,45.1278523,6.8522087,Val di Susa,TO,Alpi Cozie Nord,,si,,,,Q2279001,it:Punta Sommeiller,no,,
093,1373121264,Punta Banella,,3330,3000+,46.0624381,8.0248045,Val d'Ossola,VB,Alpi Lepontine,,,,,,Q22621435,,no,,
094,10169478204,Cima senza nome,,3327,3000+,46.1004249,8.0406187,Val d'Ossola,VB,Alpi Lepontine,,,,,,,,no,,
095,2800015754,Cima del Carro / Cime du Carro,Cime du Carro,3326,3000+,45.4327512,7.1181817,Valli di Lanzo,TO,Alpi Graie,,,,,,,,no,,
096,5022970461,Grande Uia di Ciardonei,,3325,3000+,45.5163332,7.3985756,Valli di Lanzo,TO,Alpi Graie,,,,,,Q3775594,it:Grande Uia di Ciardonei,no,,
097,485937772,Monveso di Forzo,,3322,3000+,45.5378467,7.4169517,Valli di Lanzo,TO,Alpi Graie,,,,,,Q3862743,it:Monveso di Forzo,no,,
098,3819720029,Monte Lera Centrale,,3322,3000+,45.2325704,7.1477007,Val di Susa,TO,Alpi Cozie Nord,,,,,,,,no,,
099,2446765111,Denti del Collerin / Dents du Colerin,Dents du Colerin,3321,3000+,45.3116713,7.1179423,Valli di Lanzo,TO,Alpi Graie,,,,,,,,no,,
100,11646993727,Pointe de Bonneval,Pointe de Bonneval,3321,3000+,45.3498882,7.1375428,Valli di Lanzo,TO,Alpi Graie,,,,,,,,no,,
101,2416061973,Corno Bianco,,3320,3000+,45.8225522,7.878678,Valle Anzasca,VB,Alpi Pennine,470,,,,,Q1134007,it:Corno Bianco (Alpi Pennine),no,,
102,3819720028,Colletto della Lera,,3320,3000+,45.2307254,7.1410837,Val di Susa,TO,Alpi Cozie Nord,,,,,,,,no,,
103,1695055925,Pointe de Novalèse / Punta Novalesa,Pointe de Novalèse,3319,3000+,45.2186296,7.0585511,Val di Susa,TO,Alpi Cozie Nord,,,,,,,,no,,
104,8818836720,Becco Centrale della Tribolazione,,3316,3000+,45.5016246,7.332766,Valli di Lanzo,TO,Alpi Graie,,,,,,,,no,,
105,965910400,Torre di Lavina Sud,,3308,3000+,45.5552562,7.4482754,Valle dell'Orco,TO,Alpi Graie,,,,,,Q3925682,it:Punta Lavina,no,,
106,3617207814,Cima senza nome,,3308,3000+,45.1435558,6.900585,Val di Susa,TO,Alpi Cozie Nord,,,,,,,,no,,
107,7237650820,Roccia Azzurra,Rocher d'Azur,3304,3000+,45.5352626,7.411937,Valli di Lanzo,TO,Alpi Graie,,,,,,,,no,,
108,1556747907,Bric Froid / Punta Ramière,Bric Froid,3302,3000+,44.8644491,6.9314224,Val Chisone,TO,Alpi Cozie Sud,,si,,,,Q1115794,it:Punta Ramiere,no,,
109,26862685,Cima Sud Argentera,,3297,3000+,44.1777177,7.3053976,Valle Gesso,CN,Alpi Marittime,1295,,,,,Q2060375,it:Monte Argentera,no,,
110,4124180117,Punta Ciatagnera,,3294,3000+,44.8884967,6.8835311,Val Chisone,TO,Alpi Cozie Sud,,,,,,,,no,,
111,2696136865,Grand Glaiza / Punta Merciantaira,Grand Glaiza,3293,3000+,44.8496004,6.8815913,Valle non classificata,TO,Gruppo non classificato,,,,,,Q3113607,it:Punta Merciantaira,no,,
112,8818856618,Becco Settentrionale della Tribolazione,,3292,3000+,45.5033206,7.3314302,Valli di Lanzo,TO,Alpi Graie,,,,,,,,no,,
113,3315259700,Cima Nord Argentera,,3286,3000+,44.1793952,7.3056655,Valle Gesso,CN,Alpi Marittime,,,,,,Q31655821,,no,,
114,5022970457,Roc del Boucher,,3285,3000+,44.8943644,6.8743569,Val Chisone,TO,Alpi Cozie Sud,,,,,,Q3939355,it:Roc del Boucher,no,,
115,1556774358,Punta Rognosa,,3280,3000+,44.9343983,6.9307835,Val Chisone,TO,Alpi Cozie Sud,,,,,,Q3393565,it:Punta Rognosa di Sestriere,no,,
116,4880847588,Cima d'Oin / Cime d'Oin,Cime d'Oin,3278,3000+,45.4414155,7.1146839,Valli di Lanzo,TO,Alpi Graie,,,,,,,,no,,
117,2138655418,Torre di Lavina Nord,,3275,3000+,45.5568291,7.4484662,Valle dell'Orco,TO,Alpi Graie,,,,,,,,no,,
118,1883482435,Aiguille Foch,,3274,3000+,44.5258787,6.8555431,Valle Varaita,CN,Alpi Cozie Sud,,,,,,,,no,,
119,5468010738,Cima senza nome,,3273,3000+,45.2018511,7.0858971,Val di Susa,TO,Alpi Cozie Nord,,,,,,,,no,,
120,2768320644,Punta Grand Vaudala Nord,,3272,3000+,45.4955785,7.1189162,Valli di Lanzo,TO,Alpi Graie,,,,,,Q3774962,it:Gran Vaudala,no,,
121,11926210606,Tour du Bramafan,,3271,3000+,45.3662551,7.1593444,Valli di Lanzo,TO,Alpi Graie,,,,,,,,no,,
122,1783509822,Punta Gialin,,3270,3000+,45.508481,7.4212147,Valli di Lanzo,TO,Alpi Graie,,,,,,,,no,,
123,3617239181,Cima senza nome,,3269,3000+,45.164519,6.8912824,Val di Susa,TO,Alpi Cozie Nord,,,,,,,,no,,
124,5306332421,Punta Serpentiera,,3267,3000+,44.8760883,6.9027668,Val Chisone,TO,Alpi Cozie Sud,,,,,,,,no,,
125,3024552612,Cima del Pelvo,,3264,3000+,44.8811987,6.8939719,Val Chisone,TO,Alpi Cozie Sud,,si,,,,Q3676793,it:Cima del Pelvo,no,,
126,1943914674,Punta Albaron di Sea,,3262,3000+,45.3347401,7.1641999,Valli di Lanzo,TO,Alpi Graie,,,,,,Q3607895,it:Albaron di Sea,no,,
127,2693377571,Pointe Girard / Punta Girard,Pointe Girard,3262,3000+,45.3907993,7.1798746,Valli di Lanzo,TO,Alpi Graie,,,,,,Q3925674,it:Punta Girard,no,,
128,3676699159,Monte Stella,,3262,3000+,44.1830475,7.3067473,Valle Gesso,CN,Alpi Marittime,,,,,,Q3492733,it:Monte Stella (Alpi Marittime),no,,
129,2440748623,Punta Gelas di Lourousa,,3261,3000+,44.1823109,7.3056493,Valle Gesso,CN,Alpi Marittime,,,,,,Q3925671,it:Punta Gelas di Lourousa,no,,
130,1942457849,Croce del col della Resta,,3260,3000+,45.2162119,7.082792,Val di Susa,TO,Alpi Cozie Nord,,,,,,,,no,,
131,7187294375,Punta Clapiera,,3260,3000+,44.8834953,6.8910679,Val Chisone,TO,Alpi Cozie Sud,,,,,,,,no,,
132,3318683268,Anticima Punta Basei,,3255,3000+,45.4755829,7.1194856,Valli di Lanzo,TO,Alpi Graie,,,,,,,,no,,
133,10169478206,Cima senza nome,,3255,3000+,46.1007723,8.0462125,Val d'Ossola,VB,Alpi Lepontine,,,,,,,,no,,
134,7629372538,Punta Tre Merli,,3254,3000+,44.8718764,6.9147253,Val Chisone,TO,Alpi Cozie Sud,,,,,,,,no,,
135,6454500643,Rocce Rosse,,3253,3000+,45.2012554,7.0907175,Val di Susa,TO,Alpi Cozie Nord,,,,,,,,no,,
136,5434263035,Cima senza nome,,3252,3000+,45.153484,6.7895178,Val di Susa,TO,Alpi Cozie Nord,,,,,,,,no,,
137,5434263036,Pointe Saint Michel / Punta San Michele,Pointe Saint Michel,3252,3000+,45.1530607,6.7967758,Val di Susa,TO,Alpi Cozie Nord,,,,,,,,no,,
138,3895749775,Testa Sula,,3251,3000+,45.2393831,7.1356795,Val di Susa,TO,Alpi Cozie Nord,,,,,,,,no,,
139,2768320645,Punta Grand Vaudala Sud,,3250,3000+,45.4929231,7.1185997,Valli di Lanzo,TO,Alpi Graie,,,,,,,,no,,
140,7237591164,Torre di Forzo,,3250,3000+,45.541173,7.4162017,Valli di Lanzo,TO,Alpi Graie,,,,,,,,no,,
141,1883482446,Parias Coupà / Parrias Coupa,Parrias Coupa,3248,3000+,44.5209893,6.8578493,Valle Varaita,CN,Alpi Cozie Sud,,,,,,Q3896397,it:Parrias Coupà,no,,
142,944084064,Punta di Terrarossa / Wasenhorn,,3246,3000+,46.2665093,8.0859111,Val d'Ossola,VB,Alpi Lepontine,,,,,,Q673978,it:Punta di Terrarossa,no,,
143,3617207813,Gros Muttet,,3243,3000+,45.155636,6.8934337,Val di Susa,TO,Alpi Cozie Nord,,,,,,,,no,,
144,3895762508,Pointes de Pera Ciaval / Punte di Peraciaval,Pointes de Pera Ciaval,3242,3000+,45.248008,7.129917,Val di Susa,TO,Alpi Cozie Nord,,,,,,,,no,,
145,5434263034,Pierre Minieu,,3242,3000+,45.1533666,6.7872503,Val di Susa,TO,Alpi Cozie Nord,,,,,,,,no,,
146,9163292856,Punta Barracco,,3241,3000+,44.6615659,7.0988899,Valle Varaita,TO,Alpi Cozie Sud,,,,,,,,no,,
147,1373120115,Punta Loraccio,,3238,3000+,46.0523198,8.0305589,Val d'Ossola,VB,Alpi Lepontine,,,,,,Q22621859,,no,,
148,944082935,Punta d'Arbola,,3235,3000+,46.386341,8.3187425,Val d'Ossola,VB,Alpi Lepontine,,si,,,,Q691910,it:Punta d'Arbola,no,,
149,4945976061,Punta di Ciampono,,3233,3000+,45.8199158,7.8619918,Valle Anzasca,VB,Alpi Pennine,,,,,,,,no,,
150,1373116471,Rothhorn / Corno Rosso,,3230,3000+,45.9971741,7.9511571,Valle Anzasca,VB,Alpi Pennine,,,,,,Q22467309,,no,,
151,1373118422,Jazzihorn / Pizzo Cingino Nord,,3227,3000+,46.0312032,8.0118958,Val d'Ossola,VB,Alpi Lepontine,,,,,,Q6168456,,no,,
152,1490167552,Anticima Punta Leynir,,3225,3000+,45.5151371,7.133794,Valli di Lanzo,TO,Alpi Graie,,,,,,,,no,,
153,2071580537,La Torre,,3225,3000+,45.4861427,7.2528326,Valli di Lanzo,TO,Alpi Graie,,,,,,,,no,,
154,2808023999,Pizzo di Cavergno,,3223,3000+,46.4156361,8.4655505,Val d'Ossola,VB,Alpi Lepontine,,,,,,Q22391372,,no,,
155,4880847576,Cima senza nome,,3222,3000+,45.4908327,7.281311,Valli di Lanzo,TO,Alpi Graie,,,,,,,,no,,
156,6048543467,Blanc Giuir,,3222,3000+,45.4940843,7.3322574,Valli di Lanzo,TO,Alpi Graie,,,,,,,,no,,
157,1695028958,Cima del Vallonetto,,3217,3000+,45.1054186,6.843339,Val di Susa,TO,Alpi Cozie Nord,,si,,,,Q3676797,it:Cima del Vallonetto,no,,
158,401234279,Pizzo Bianco,,3215,3000+,45.9371819,7.9397421,Valle Anzasca,VB,Alpi Pennine,,,,,,Q3905982,it:Pizzo Bianco (Alpi Pennine),no,,
159,4736276175,Buc de Nubiera,La Massour,3215,3000+,44.5127859,6.8585423,Valle Varaita,CN,Alpi Cozie Sud,,,,,,Q3646231,it:Buc de Nubiera,no,,
160,798769550,Punta Gastaldi,Pointe Gastaldi,3214,3000+,44.6807837,7.0775647,Valle Varaita,TO,Alpi Cozie Sud,,,,,,Q3925675,it:Punta Gastaldi,no,,
161,7393557257,Pointe de Séa,Pointe de Séa,3213,3000+,45.3414354,7.1325059,Valli di Lanzo,TO,Alpi Graie,,,,,,,,no,,
162,5911247445,Cima senza nome,,3212,3000+,45.2091543,7.0774474,Val di Susa,TO,Alpi Cozie Nord,,,,,,,,no,,
163,914796832,Pain de Sucre / Pan di Zucchero,Pain de Sucre,3210,3000+,44.6904292,6.9962122,Valle Varaita,TO,Alpi Cozie Sud,,,,,,Q3360590,it:Pan di Zucchero (Alpi Cozie),no,,
164,13344347428,Cima senza nome,,3208,3000+,44.5992912,6.9383959,Valle Varaita,CN,Alpi Cozie Sud,,,,,,,,no,,
165,3481026858,Cima dei Fourneaux,,3207,3000+,45.1227413,6.8524453,Val di Susa,TO,Alpi Cozie Nord,,,,,,,,no,,
166,5136143048,Punta di Boccareccio,,3207,3000+,46.300751,8.1977387,Val d'Ossola,VB,Alpi Lepontine,,,,,,Q22621726,,no,,
167,3077281519,Seewjinenhorn / Corno di Seewjinen,,3205,3000+,45.9964852,7.9590611,Valle Anzasca,VB,Alpi Pennine,,,,,,Q22559245,,no,,
168,2428041762,Latelhorn / Punta di Saas,,3204,3000+,46.0444712,8.0347806,Val d'Ossola,VB,Alpi Lepontine,,si,,,,Q2603512,it:Punta di Saas,no,,
169,5492537143,Stolemberg,,3202,3000+,45.8822039,7.8652802,Valle Anzasca,VB,Alpi Pennine,,,,,,Q2610164,it:Stolemberg,no,,
170,7629372539,Punta Marin,,3202,3000+,44.8681348,6.9183752,Val Chisone,TO,Alpi Cozie Sud,,,,,,,,no,,
171,1373119292,Cima senza nome,,3198,3000+,46.0447504,8.0344082,Val d'Ossola,VB,Alpi Lepontine,,,,,,,,no,,
172,2533998523,Latelhorn Italienergipfel,,3197,3000+,46.0440239,8.0353504,Val d'Ossola,VB,Alpi Lepontine,,,,,,,,no,,
173,2447841064,Punta Rizzetti,,3196,3000+,45.9122473,7.9386878,Valle Anzasca,VB,Alpi Pennine,,,,,,Q31638965,,no,,
174,482416139,Testa del Grand Etret,,3193,3000+,45.471031,7.2240802,Valli di Lanzo,TO,Alpi Graie,,,,,,,,no,,
