ID OSM,Nome cima,Quota cima,Tag altitudine,Valle,Catena,Provincia
1845158510,Cappello d'Envie,2638,2500+,Val Chisone,Alpi Cozie Sud,TO
1802874609,Monte Frisson,2637,2500+,Valle Vermenagna,Alpi Marittime,CN
648835719,Bric Cassin SE,2635,2500+,Valle Maira,Alpi Cozie Sud,CN
4951711284,Pala d'Erta,2633,2500+,Valle non classificata,Gruppo non classificato,VC
1511861152,Becco di Cossarello,2631,2500+,Valle non classificata,Gruppo non classificato,VC
2455053914,Pizzo della Moriana,2631,2500+,Valle Anzasca,Alpi Pennine,VB
648758603,Becco Nero,2630,2500+,Valle Stura di Demonte,Alpi Marittime,CN
938089547,Monte Mongioie,2630,2500+,Valle Pesio,Alpi Marittime,CN
10991732541,Punta Rasis,2630,2500+,Valle Varaita,Alpi Cozie Sud,CN
639654099,Gran Serin,2629,2500+,Val di Susa,Alpi Cozie Nord,TO
965910396,Punta Manda Est,2629,2500+,Valle dell'Orco,Alpi Graie,TO
2448116389,Piccolo Altare,2627,2500+,Valle Anzasca,Alpi Pennine,VB
3819643672,Croce di Ferro,2626,2500+,Val di Susa,Alpi Cozie Nord,TO
648758482,Bric Cassin NO,2625,2500+,Valle Maira,Alpi Cozie Sud,CN
1373127526,Cima del Rosso,2624,2500+,Val d'Ossola,Alpi Lepontine,VB
2375513076,Monte Ciarmetta,2624,2500+,Valle Varaita,Alpi Cozie Sud,CN
11646994195,Guglia del Mezzodì / Rocher de Barabbas,2623,2500+,Valle non classificata,Gruppo non classificato,TO
2419032078,Punta Toasso Bianco,2622,2500+,Val di Susa,Alpi Cozie Nord,TO
3974221331,Punta Bordevolo,2622,2500+,Valle Soana,Alpi Graie,TO
2062645266,Monte Salè,2621,2500+,Valle Grana,Alpi Cozie Sud,CN
306981456,Cima di Test,2620,2500+,Valle Grana,Alpi Cozie Sud,CN
1942606146,Costa Fenera,2620,2500+,Val di Susa,Alpi Cozie Nord,TO
2246530744,Rocca Arcoulon,2620,2500+,Valle Stura di Demonte,Alpi Marittime,CN
5084704124,Cima Trasinera,2620,2500+,Valle Anzasca,Alpi Pennine,VB
4017332859,Monte Pian Real,2619,2500+,Val di Susa,Alpi Cozie Nord,TO
2355924821,Rocca della Bastera,2617,2500+,Valle Vermenagna,Alpi Marittime,CN
2891571881,Pizzo del Lago Gelato,2617,2500+,Val d'Ossola,Alpi Lepontine,VB
5129700091,Punta della Croce,2617,2500+,Valle Anzasca,Alpi Pennine,VB
7197927459,Tre Denti,2617,2500+,Valle Soana,Alpi Graie,TO
2071580541,Monte Castello,2616,2500+,Valli di Lanzo,Alpi Graie,TO
3676804479,Cima del Souffi,2616,2500+,Valle Gesso,Alpi Marittime,CN
4017332860,Punta del Lago Nord,2616,2500+,Val di Susa,Alpi Cozie Nord,TO
6711984577,Punta Esmeralda,2616,2500+,Val d'Ossola,Alpi Lepontine,VB
7313996330,Cit Pontalonet,2616,2500+,Valle Soana,Alpi Graie,TO
1891168435,Gran Costa,2615,2500+,Val di Susa,Alpi Cozie Nord,TO
2062645270,Monte Savi,2615,2500+,Valle Grana,Alpi Cozie Sud,CN
2370909894,Cima Tommy,2614,2500+,Valle Stura di Demonte,Alpi Marittime,CN
9505918984,Punta Resiassa,2614,2500+,Val Germanasca,Alpi Cozie Sud,TO
1372950902,Pizzo dell'Alpe Gelato,2613,2500+,Val d'Ossola,Alpi Lepontine,VB
2062645262,Monte Omo,2613,2500+,Valle Grana,Alpi Cozie Sud,CN
920064034,Cima delle Saline,2612,2500+,Valle Pesio,Alpi Marittime,CN
1373134859,Camoscellahorn,2612,2500+,Val d'Ossola,Alpi Lepontine,VB
3712593637,Pizzo Ton,2612,2500+,Val d'Ossola,Alpi Lepontine,VB
1373129941,Cima d'Azoglio,2611,2500+,Val d'Ossola,Alpi Lepontine,VB
5290723789,La Mezzana,2611,2500+,Valle Anzasca,Alpi Pennine,VB
8212602349,Cima del Lago,2611,2500+,Val d'Ossola,Alpi Lepontine,VB
648758460,Monte Rocciasetto,2610,2500+,Valle Maira,Alpi Cozie Sud,CN
5244965352,Monte Le Steliere,2610,2500+,Valle Stura di Demonte,Alpi Marittime,CN
11098368709,Testa Rasis,2610,2500+,Valle Varaita,Alpi Cozie Sud,CN
4880847582,Corbassera,2607,2500+,Valli di Lanzo,Alpi Graie,TO
9070534081,Il Vè,2606,2500+,Valle Anzasca,Alpi Pennine,VB
2431043962,Cima di Valcuca,2605,2500+,Valle Gesso,Alpi Marittime,CN
4033488354,Cima Ciarbonet,2605,2500+,Valle Maira,Alpi Cozie Sud,CN
1377120330,Cima Pian Ballaùr,2604,2500+,Valle Pesio,Alpi Marittime,CN
3938016918,Monte Maurel,2604,2500+,Valle Varaita,Alpi Cozie Sud,CN
5857174434,Cima del Rouss,2603,2500+,Valle Stura di Demonte,Alpi Marittime,CN
2428062613,Cime di Pozzuoli,2602,2500+,Val d'Ossola,Alpi Lepontine,VB
3378116222,Testa del Carolei,2602,2500+,Val di Susa,Alpi Cozie Nord,TO
4332019715,Monte Vintabren,2602,2500+,Valle Stura di Demonte,Alpi Marittime,CN
527140865,Punta Laura,2601,2500+,Valle Gesso,Alpi Marittime,CN
648758945,Punta la Piovosa,2601,2500+,Valle Maira,Alpi Cozie Sud,CN
9140141161,Marigal,2601,2500+,Valle Anzasca,Alpi Pennine,VB
811209712,Monte Nebius (vetta),2600,2500+,Valle Stura di Demonte,Alpi Marittime,CN
1892819669,Guglia di San Bernolfo,2600,2500+,Valle Stura di Demonte,Alpi Marittime,CN
5272285514,Costabella del Piz,2600,2500+,Valle Stura di Demonte,Alpi Marittime,CN
6003683423,Punta Oro,2599,2500+,Valle non classificata,Gruppo non classificato,VC
648758462,Punta le Teste,2595,2500+,Valle Maira,Alpi Cozie Sud,CN
4108076193,Monte Forno o Gorio,2593,2500+,Val d'Ossola,Alpi Lepontine,VB
5137051637,Corno Creil,2593,2500+,Val d'Ossola,Alpi Lepontine,VB
6770500082,Monte Rizo,2591,2500+,Val d'Ossola,Alpi Lepontine,VB
1942606217,Monte Turlo,2590,2500+,Val di Susa,Alpi Cozie Nord,TO
4336935423,Testa di Cavias,2590,2500+,Valle Stura di Demonte,Alpi Marittime,CN
6490029098,Punta Chiarlea,2590,2500+,Val Germanasca,Alpi Cozie Sud,TO
648758487,Bric Boscasso,2589,2500+,Valle Maira,Alpi Cozie Sud,CN
5906782304,Punta della Forcola,2589,2500+,Val di Susa,Alpi Cozie Nord,TO
13246318027,Pizzo del Dosso,2589,2500+,Val d'Ossola,Alpi Lepontine,VB
1619460027,Monte Giassiez,2588,2500+,Val Chisone,Alpi Cozie Sud,TO
5174957955,Pizzo Boni,2588,2500+,Val d'Ossola,Alpi Lepontine,VB
2258334150,Cima Lampone,2585,2500+,Valle Anzasca,Alpi Pennine,VB
8275790737,Punta Santanel,2585,2500+,Valle Soana,Alpi Graie,TO
2973984361,Testa del Vallonetto,2584,2500+,Valle Stura di Demonte,Alpi Marittime,CN
1618746474,Testa Auta del Lausfer / Tête Haute du Lausfer,2583,2500+,Valle Stura di Demonte,Alpi Marittime,CN
2670601086,Monte Blegier,2583,2500+,Val Chisone,Alpi Cozie Sud,TO
3799107166,Punta delle Ujette,2583,2500+,Val di Susa,Alpi Cozie Nord,TO
648758942,Punta Sibolet,2582,2500+,Valle Maira,Alpi Cozie Sud,CN
2375513079,Monte la Ciarm,2580,2500+,Valle Varaita,Alpi Cozie Sud,CN
4643814661,Punta Incianao,2580,2500+,Valle Stura di Demonte,Alpi Marittime,CN
6677746748,Pizzo Locciatenera,2580,2500+,Val d'Ossola,Alpi Lepontine,VB
3294938937,Monte Ballaùr,2579,2500+,Valle Pesio,Alpi Marittime,CN
5911247438,Punta di Pietramorta,2579,2500+,Val di Susa,Alpi Cozie Nord,TO
6004565780,Monte Corbernas,2578,2500+,Val d'Ossola,Alpi Lepontine,VB
7197991390,Cima Andelmel,2578,2500+,Valle Soana,Alpi Graie,TO
2361711135,Bec del Fauset,2577,2500+,Valli di Lanzo,Alpi Graie,TO
648758637,Rocca di Cairi,2575,2500+,Valle Maira,Alpi Cozie Sud,CN
2507698636,Monte Selletta,2575,2500+,Val Chisone,Alpi Cozie Sud,TO
5174957954,Cima di Valle,2575,2500+,Val d'Ossola,Alpi Lepontine,VB
7236813229,Cima d'Arlens,2575,2500+,Valle Soana,Alpi Graie,TO
648758536,Monte Eighier,2574,2500+,Valle Varaita,Alpi Cozie Sud,CN
3992233047,Punta delle Plate,2572,2500+,Val Sangone,Alpi Cozie Nord,TO
4331086939,Punta Ciarnier,2572,2500+,Valle Stura di Demonte,Alpi Marittime,CN
9177223082,Cima delle Pisse,2572,2500+,Valle Anzasca,Alpi Pennine,VB
3980102935,Punta Freidour,2571,2500+,Val Germanasca,Alpi Cozie Sud,TO
4897180428,Monte Roccenie,2570,2500+,Valle Po,Alpi Cozie Sud,TO
3161739418,Cima Bozano,2568,2500+,Valle Pesio,Alpi Marittime,CN
5022970463,Punta del Rous,2568,2500+,Valli di Lanzo,Alpi Graie,TO
4625156969,Cima delle Monache,2567,2500+,Val di Susa,Alpi Cozie Nord,TO
3172311052,Punta Stella,2566,2500+,Valle Gesso,Alpi Marittime,CN
3697731518,Testa dell'Assietta,2566,2500+,Val di Susa,Alpi Cozie Nord,TO
10313602452,Nackberg,2566,2500+,Val d'Ossola,Alpi Lepontine,VB
4112400545,Cima Piconiera,2565,2500+,Valle Stura di Demonte,Alpi Marittime,CN
1506100110,Il Dosso,2562,2500+,Val d'Ossola,Alpi Lepontine,VB
2428306726,Pizzo del Fornalino,2562,2500+,Val d'Ossola,Alpi Lepontine,VB
3799107165,Punta Cirel,2561,2500+,Val di Susa,Alpi Cozie Nord,TO
5244965353,Monte Fovria,2561,2500+,Valle Stura di Demonte,Alpi Marittime,CN
2430566038,Torrione Mazzucchini,2556,2500+,Valli di Lanzo,Alpi Graie,TO
2891603514,Corno d'Olen,2556,2500+,Valle Anzasca,Alpi Pennine,VB
6795346776,Monte Bo,2556,2500+,Valle Cervo,Alpi Biellesi,VC
648758939,Monte Pelvo,2555,2500+,Valle Maira,Alpi Cozie Sud,CN
1824615472,Cima del Gias,2555,2500+,Valle Stura di Demonte,Alpi Marittime,CN
5592304060,Monte Banchetta,2555,2500+,Val Chisone,Alpi Cozie Sud,TO
7236822541,Cima di Candelle,2555,2500+,Valle Soana,Alpi Graie,TO
2153420099,Punta Henragherd,2554,2500+,Valle Soana,Alpi Graie,TO
648758937,Rocce Ciarmetta,2553,2500+,Valle Grana,Alpi Cozie Sud,CN
1373126932,Pizzo del Büsin,2553,2500+,Val d'Ossola,Alpi Lepontine,VB
1372949563,Pizzo di Madèi,2551,2500+,Val d'Ossola,Alpi Lepontine,VB
4880847581,La Ciarma,2551,2500+,Valli di Lanzo,Alpi Graie,TO
6927207740,Pizzo del Dosso,2551,2500+,Val d'Ossola,Alpi Lepontine,VB
2392813000,Punta Dondogna,2550,2500+,Valle Soana,Alpi Graie,TO
4897180429,Cima delle Barre,2550,2500+,Valle Po,Alpi Cozie Sud,TO
5306386393,Monte Plaretta,2550,2500+,Val Chisone,Alpi Cozie Sud,TO
6565467853,Testa di Mottas,2550,2500+,Val di Susa,Alpi Cozie Nord,TO
13139983133,Punta Alpette,2550,2500+,Valle Stura di Demonte,Alpi Marittime,CN
2440748621,Cima della Vagliotta,2548,2500+,Valle Gesso,Alpi Marittime,CN
6014952667,Pizzo d'Apteggia,2548,2500+,Val d'Ossola,Alpi Lepontine,VB
1631323933,Cime du Lausfer,2547,2500+,Valle Stura di Demonte,Alpi Marittime,CN
3299259901,Monte Giulian,2547,2500+,Val Germanasca,Alpi Cozie Sud,TO
5451381888,Roche Ronde,2547,2500+,Val di Susa,Alpi Cozie Nord,TO
3725028493,Monte Pintas,2546,2500+,Val di Susa,Alpi Cozie Nord,TO
3792435875,Roc de l'Homme,2546,2500+,Valle non classificata,Gruppo non classificato,TO
3844622478,Monte Cresto,2546,2500+,Valle Cervo,Alpi Biellesi,VC
3912721980,Cima del Tiglio,2546,2500+,Valle Anzasca,Alpi Pennine,VB
7236817619,Punta Giassetto,2546,2500+,Valle Soana,Alpi Graie,TO
2142825998,Punta Sili,2545,2500+,Valle dell'Orco,Alpi Graie,TO
2428062584,Il Segnale,2545,2500+,Val d'Ossola,Alpi Lepontine,VB
2566105214,Monte Genevris,2545,2500+,Val Chisone,Alpi Cozie Sud,TO
3784402093,Rocca Maritano,2545,2500+,Val di Susa,Alpi Cozie Nord,TO
5261903306,Rocca Bravaria,2545,2500+,Valle Stura di Demonte,Alpi Marittime,CN
1685918651,Punta Mulatera,2544,2500+,Val di Susa,Alpi Cozie Nord,TO
1907533217,Cima della Valletta,2541,2500+,Valle Gesso,Alpi Marittime,CN
4430301435,Punta di Pelousa,2541,2500+,Valli di Lanzo,Alpi Graie,TO
648758486,Rocca la Verde,2540,2500+,Valle Maira,Alpi Cozie Sud,CN
1952503768,Punta Pian Spigo,2540,2500+,Valli di Lanzo,Alpi Graie,TO
13346789887,Pic du Col Lacroix,2540,2500+,Valle non classificata,Gruppo non classificato,TO
3161739419,Cima Palù,2538,2500+,Valle Pesio,Alpi Marittime,CN
13316810598,Croce Sambua,2536,2500+,Valle Po,Alpi Cozie Sud,TO
2428121713,Pizzo Torrigia,2535,2500+,Val d'Ossola,Alpi Lepontine,VB
8563922589,Roc de la Femme,2535,2500+,Valle non classificata,Gruppo non classificato,TO
1373129423,Ricca,2534,2500+,Val d'Ossola,Alpi Lepontine,VB
3172320074,Auta di Barel,2534,2500+,Valle Stura di Demonte,Alpi Marittime,CN
9948976993,Costa Balmone,2534,2500+,Valle Anzasca,Alpi Pennine,VB
3603688079,Cima Pareto,2532,2500+,Valle Pesio,Alpi Marittime,CN
921189648,Cima di Crosa,2531,2500+,Valle Po,Alpi Cozie Sud,TO
5728228881,Pitre 'd l'Aigle,2531,2500+,Val Chisone,Alpi Cozie Sud,TO
10313583159,Punta Innominata,2531,2500+,Val d'Ossola,Alpi Lepontine,VB
2194230178,Cima del Palone,2530,2500+,Valle non classificata,Gruppo non classificato,VC
5450760812,Cima Bork,2530,2500+,Val Chisone,Alpi Cozie Sud,TO
6099608932,Pizzo Mattignale,2530,2500+,Val d'Ossola,Alpi Lepontine,VB
3161739421,Punta Emma,2529,2500+,Valle Pesio,Alpi Marittime,CN
3660342344,Pizzo Valgrande,2529,2500+,Val d'Ossola,Alpi Lepontine,VB
3382752768,Punta del Lago Sud,2527,2500+,Val Sangone,Alpi Cozie Nord,TO
10313738699,La Montaleine,2527,2500+,Valle Soana,Alpi Graie,TO
805866563,Bric Conoia,2524,2500+,Valle Pesio,Alpi Marittime,CN
2207935502,Punta Sivella,2523,2500+,Valle non classificata,Gruppo non classificato,VC
648758596,Punta Parvo,2521,2500+,Valle Grana,Alpi Cozie Sud,CN
648759033,Monte Nebin (Cima SE),2516,2500+,Valle Maira,Alpi Cozie Sud,CN
5166435382,Cima Bonze,2516,2500+,Valle non classificata,Gruppo non classificato,TO
648758936,Cima Fauniera,2515,2500+,Valle Grana,Alpi Cozie Sud,CN
2369578221,Monte Seita,2515,2500+,Valle Stura di Demonte,Alpi Marittime,CN
1506093727,Monte della Preja,2514,2500+,Val d'Ossola,Alpi Lepontine,VB
5174957957,Pizzo del Balzo,2513,2500+,Val d'Ossola,Alpi Lepontine,VB
9193444162,Pizzo del Lago di Matogno,2513,2500+,Val d'Ossola,Alpi Lepontine,VB
648758594,Monte Ruissas,2512,2500+,Valle Grana,Alpi Cozie Sud,CN
4336935422,Monte Schiatan,2512,2500+,Valle Stura di Demonte,Alpi Marittime,CN
648759032,Monte Nebin (Cima NO),2510,2500+,Valle Maira,Alpi Cozie Sud,CN
2439732197,Punta dell'Adois,2509,2500+,Val di Susa,Alpi Cozie Nord,TO
2188620227,Il Torru,2508,2500+,Valle Anzasca,Alpi Pennine,VB
4683542100,Testa Rimà,2508,2500+,Valle Stura di Demonte,Alpi Marittime,CN
4941897499,Punta Moncrons,2507,2500+,Val Chisone,Alpi Cozie Sud,TO
6677744470,Satta del Forno,2507,2500+,Val d'Ossola,Alpi Lepontine,VB
3799518126,Monte Triplex,2506,2500+,Val Chisone,Alpi Cozie Sud,TO
3992233046,Monte Tre Denti,2502,2500+,Val Sangone,Alpi Cozie Nord,TO
5414516438,Pizzo di Bronzo,2502,2500+,Val d'Ossola,Alpi Lepontine,VB
3077281518,Ruppenstein,2501,2500+,Valle Anzasca,Alpi Pennine,VB
4480347637,Cima delle Croci,2501,2500+,Valle Anzasca,Alpi Pennine,VB
648758940,Rocca Negra,2500,2500+,Valle Grana,Alpi Cozie Sud,CN
3794201254,Cima Reina,2500,2500+,Valle Maira,Alpi Cozie Sud,CN
6159299790,Pizzo Cortefreddo,2499,2000+,Val d'Ossola,Alpi Lepontine,VB
6249502468,i Ton Cima Nord,2499,2000+,Val d'Ossola,Alpi Lepontine,VB
6443976289,Punta dell'Orletto,2499,2000+,Valle dell'Orco,Alpi Graie,TO
648759036,Morfreid,2496,2000+,Valle Varaita,Alpi Cozie Sud,CN
648758597,Monte Viridio,2495,2000+,Valle Grana,Alpi Cozie Sud,CN
648759031,Monte Cugulet,2495,2000+,Valle Maira,Alpi Cozie Sud,CN
805866343,Monte Rotondo,2495,2000+,Valle Pesio,Alpi Marittime,CN
2211830657,Punta Ventularo,2495,2000+,Valle non classificata,Gruppo non classificato,VC
2437708593,Cima della Fascia,2495,2000+,Valle Vermenagna,Alpi Marittime,CN
3824823182,Cima di Pal,2495,2000+,Valle Soana,Alpi Graie,TO
3849213704,Cima delle Chiose,2495,2000+,Valle Soana,Alpi Graie,TO
3407231965,Punta del Talamone,2494,2000+,Valle Cervo,Alpi Biellesi,VC
4490997775,Corno d'Otro,2494,2000+,Valle Anzasca,Alpi Pennine,VB
7445159410,Punta di Belvedere,2494,2000+,Valle Soana,Alpi Graie,TO
10042819999,Cimonetto,2494,2000+,Valle Anzasca,Alpi Pennine,VB
5196899519,Monte Cambra,2492,2000+,Valle Cervo,Alpi Biellesi,VC
7130664849,Monte Canaussa,2492,2000+,Valle Soana,Alpi Graie,TO
1506102706,Pizzo del Fornale,2490,2000+,Val d'Ossola,Alpi Lepontine,VB
10871344127,Punta di Ciamousseretto,2488,2000+,Valli di Lanzo,Alpi Graie,TO
11049916068,Cimone d'Olocchia,2488,2000+,Valle Anzasca,Alpi Pennine,VB
648758636,Rocca delle Sommette,2487,2000+,Valle Maira,Alpi Cozie Sud,CN
648758949,Rocca della Comunetta,2487,2000+,Valle Maira,Alpi Cozie Sud,CN
5129712057,Punta Balmone,2487,2000+,Valle Anzasca,Alpi Pennine,VB
5306033529,Monte Clausis,2487,2000+,Val Chisone,Alpi Cozie Sud,TO
6943258928,Costa del Dosso,2487,2000+,Val d'Ossola,Alpi Lepontine,VB
2458039294,Cima Revelli,2486,2000+,Valle Pesio,Alpi Marittime,CN
5275946434,Corno d'Otro2,2485,2000+,Valle Anzasca,Alpi Pennine,VB
9859902716,Punta Lausarot,2485,2000+,Val Germanasca,Alpi Cozie Sud,TO
2590530442,i Ton Cima Sud,2484,2000+,Val d'Ossola,Alpi Lepontine,VB
3797239294,Parvetto,2481,2000+,Valle Grana,Alpi Cozie Sud,CN
648758616,Rocca dell'Aquila,2480,2000+,Valle Maira,Alpi Cozie Sud,CN
805866216,Anticima del Bric Conoia,2480,2000+,Valle Pesio,Alpi Marittime,CN
6915825594,Pizzo Topera,2480,2000+,Val d'Ossola,Alpi Lepontine,VB
2128194044,Punta del Vallone,2479,2000+,Valle dell'Orco,Alpi Graie,TO
4941897502,Rocca Nera,2479,2000+,Val Chisone,Alpi Cozie Sud,TO
1667862905,Rocche del Garbo,2477,2000+,Valle Pesio,Alpi Marittime,CN
1915375500,Cima Viribianc,2477,2000+,Valle Grana,Alpi Cozie Sud,CN
805768255,Cima delle Roccate,2476,2000+,Valle Pesio,Alpi Marittime,CN
911120234,Pizzo d'Ormea,2476,2000+,Valle Pesio,Alpi Marittime,CN
4311284677,Monte Chiamossero ovest,2476,2000+,Valle Vermenagna,Alpi Marittime,CN
2727160058,Faderhorn,2475,2000+,Valle Anzasca,Alpi Pennine,VB
3816867457,Punta della Forcola,2475,2000+,Val di Susa,Alpi Cozie Nord,TO
8124341319,Cima di Deserta,2475,2000+,Valli di Lanzo,Alpi Graie,TO
9089493359,Punta d'Orogna,2474,2000+,Val d'Ossola,Alpi Lepontine,VB
3065849879,Monte Vaccia,2473,2000+,Valle Stura di Demonte,Alpi Marittime,CN
811619961,Cima della Brignola,2472,2000+,Valle Pesio,Alpi Marittime,CN
5174957956,Scheggia di Marsasca,2472,2000+,Val d'Ossola,Alpi Lepontine,VB
6005921704,Punta del Kin,2472,2000+,Valle non classificata,Gruppo non classificato,VC
8088812601,Ghincia Pastour,2472,2000+,Valle Po,Alpi Cozie Sud,TO
1907533216,Cima Candlea,2470,2000+,Valle Gesso,Alpi Marittime,CN
2428121710,Pizzo Lamè,2470,2000+,Val d'Ossola,Alpi Lepontine,VB
3409106500,Piovatte d'Egua,2469,2000+,Valle Anzasca,Alpi Pennine,VB
6048572120,Cima Testona,2468,2000+,Valle dell'Orco,Alpi Graie,TO
2877462162,Punta della Mulattiera,2467,2000+,Valle non classificata,Gruppo non classificato,TO
1372950382,Pizzo di Porcaresc,2466,2000+,Val d'Ossola,Alpi Lepontine,VB
2891572001,Pizzo la Scheggia,2466,2000+,Val d'Ossola,Alpi Lepontine,VB
4505444110,Corno di Stofful occidentale,2466,2000+,Valle Anzasca,Alpi Pennine,VB
10289521290,Pizzo della Sella,2464,2000+,Val d'Ossola,Alpi Lepontine,VB
648758599,Punta Cialme,2463,2000+,Valle Maira,Alpi Cozie Sud,CN
1962500219,Punta del Manzo,2463,2000+,Valsesia,Alpi Pennine,BI
2216204219,Punta Rusca,2463,2000+,Valle Cervo,Alpi Biellesi,VC
5071637639,Monte Doubia,2463,2000+,Valli di Lanzo,Alpi Graie,TO
5285946102,Cima il Craco,2463,2000+,Valle Anzasca,Alpi Pennine,VB
7197939979,Punta di Pasquere,2463,2000+,Valle Soana,Alpi Graie,TO
2093428516,Punta Croset,2461,2000+,Valli di Lanzo,Alpi Graie,TO
4332019713,Monte Bourel,2461,2000+,Valle Stura di Demonte,Alpi Marittime,CN
1948056625,Cima Tesina,2460,2000+,Valle Stura di Demonte,Alpi Marittime,CN
5799159831,Cima Colmetta o Rosso,2459,2000+,Valle Anzasca,Alpi Pennine,VB
4941920450,Truc dei Prati,2457,2000+,Val di Susa,Alpi Cozie Nord,TO
1506100307,Pizzo del Rovale,2456,2000+,Val d'Ossola,Alpi Lepontine,VB
4127645255,Testa di Bandia,2456,2000+,Valle Stura di Demonte,Alpi Marittime,CN
7236866666,Punta della Stamberna,2455,2000+,Valle Soana,Alpi Graie,TO
648758492,Monte Arpet,2454,2000+,Valle Maira,Alpi Cozie Sud,CN
1373126485,Cima Dora,2454,2000+,Val d'Ossola,Alpi Lepontine,VB
2448222010,Pizzo dei Vittini,2454,2000+,Valle Anzasca,Alpi Pennine,VB
2277996502,Il Cimone,2453,2000+,Valle Anzasca,Alpi Pennine,VB
9874286004,Rocca Castello,2452,2000+,Valle Varaita,Alpi Cozie Sud,CN
1420056101,Monte Bussaia,2451,2000+,Valle Vermenagna,Alpi Marittime,CN
2531749389,Pizzo Cardo,2451,2000+,Val d'Ossola,Alpi Lepontine,VB
439528841,Rocca Senghi,2450,2000+,Valle Varaita,Alpi Cozie Sud,CN
4108076192,Loccia del Robbi,2450,2000+,Val d'Ossola,Alpi Lepontine,VB
2194230179,Cima di Ianzo,2449,2000+,Valle Anzasca,Alpi Pennine,VB
3872589129,Punta Murel,2449,2000+,Valle Po,Alpi Cozie Sud,TO
4941920449,Monte Carlei,2449,2000+,Val di Susa,Alpi Cozie Nord,TO
648758527,Torre Castello,2448,2000+,Valle Varaita,Alpi Cozie Sud,CN
6856748435,Cima dei Campelli,2448,2000+,Val d'Ossola,Alpi Lepontine,VB
6927207745,Punta d'Orogna Centrale,2447,2000+,Val d'Ossola,Alpi Lepontine,VB
2429104196,Cima Verosso,2444,2000+,Val d'Ossola,Alpi Lepontine,VB
4978974487,Bric Rutund,2443,2000+,Valle Varaita,Alpi Cozie Sud,CN
9111508147,Bric Bernoir,2441,2000+,Valle Stura di Demonte,Alpi Marittime,CN
4036493086,Cresta Moncortil,2440,2000+,Val di Susa,Alpi Cozie Nord,TO
8047409776,M. Turlo,2440,2000+,Valli di Lanzo,Alpi Graie,TO
648758615,Monte Giobert,2439,2000+,Valle Maira,Alpi Cozie Sud,CN
1945929659,Rocca d'Orel,2439,2000+,Valle Vermenagna,Alpi Marittime,CN
3824830783,Punta Rama,2439,2000+,Valle Soana,Alpi Graie,TO
6159299789,Pizzo dei Quattro Pilastri,2439,2000+,Val d'Ossola,Alpi Lepontine,VB
5132789707,Rupe del Gesso,2438,2000+,Val d'Ossola,Alpi Lepontine,VB
6920725218,Pizzo Cornacchia,2437,2000+,Val d'Ossola,Alpi Lepontine,VB
3296175675,Cima del Vallone,2436,2000+,Val di Susa,Alpi Cozie Nord,TO
3304595283,Cima Seirasso,2436,2000+,Valle Pesio,Alpi Marittime,CN
6030768154,Massa del Castello,2435,2000+,Valle Anzasca,Alpi Pennine,VB
5068779275,Monte Tre Seie,2434,2000+,Val Chisone,Alpi Cozie Sud,TO
648758500,Monte Piutas,2433,2000+,Valle Maira,Alpi Cozie Sud,CN
1147388392,Cima Lubin,2431,2000+,Valle Maira,Alpi Cozie Sud,CN
1506099641,Pizzo Albiona,2431,2000+,Val d'Ossola,Alpi Lepontine,VB
1966711753,Monte Corbioun,2430,2000+,Val Chisone,Alpi Cozie Sud,TO
3912777954,Pioda di Crana,2430,2000+,Val d'Ossola,Alpi Lepontine,VB
8225278357,Cima la Mattolina,2430,2000+,Valle Anzasca,Alpi Pennine,VB
1468106153,Le Conce,2429,2000+,Valle Varaita,Alpi Cozie Sud,TO
3264446985,Punta di Pezza Comune,2429,2000+,Val d'Ossola,Alpi Lepontine,VB
6946216002,Costetta,2428,2000+,Val d'Ossola,Alpi Lepontine,VB
7244549548,Bec di Mezzodì,2427,2000+,Valli di Lanzo,Alpi Graie,TO
3138837014,Briccas,2426,2000+,Val Pellice,Alpi Cozie Sud,TO
6926327090,Cima la Rubbia,2426,2000+,Valle Soana,Alpi Graie,TO
7099487623,Punta d'Orogna Orientale,2426,2000+,Val d'Ossola,Alpi Lepontine,VB
2062645275,Rocca Tipureo,2425,2000+,Valle Stura di Demonte,Alpi Marittime,CN
4057015082,Bric Servino,2425,2000+,Valle Maira,Alpi Cozie Sud,CN
4937187369,Punta Barant,2425,2000+,Val Pellice,Alpi Cozie Sud,TO
5136143052,Torri di Veglia,2424,2000+,Val d'Ossola,Alpi Lepontine,VB
4536190293,Corno Molera,2423,2000+,Valle Anzasca,Alpi Pennine,VB
9749241699,Mottone o Monte Cigina,2422,2000+,Val d'Ossola,Alpi Lepontine,VB
26862701,Cima di Capezzone,2421,2000+,Valsesia,Alpi Pennine,VB
3774584965,Gias Vei,2420,2000+,Valle Stura di Demonte,Alpi Marittime,CN
2194230180,La Bruciata - Cima di Alzarella,2418,2000+,Valle Anzasca,Alpi Pennine,VB
4007169184,Monte Chiamossero est,2418,2000+,Valle Vermenagna,Alpi Marittime,CN
2062645273,Monte di Vinadio,2417,2000+,Valle Stura di Demonte,Alpi Marittime,CN
4524734819,Cima dei Casaletti,2417,2000+,Val d'Ossola,Alpi Lepontine,VB
648758941,Bric dell'Oliveto,2415,2000+,Valle Maira,Alpi Cozie Sud,CN
3712016126,Pizzo Stange,2415,2000+,Val d'Ossola,Alpi Lepontine,VB
